CPU(%),RAM(MB)
5.7,45.2
4.6,45.2
4.4,45.5
3.9,45.5
3.9,45.6
3.5,45.6
3.1,45.6
3.0,45.6
2.8,45.6
2.6,45.6
2.4,45.6
2.7,45.9
2.6,46.0
2.7,46.4
2.7,46.4
2.7,46.4
3.0,53.5
3.2,53.6
3.4,53.6
3.4,53.6
3.6,53.6
3.7,53.6
3.8,53.6
4.0,54.1
4.1,54.1
4.1,54.1
4.2,54.1
4.3,54.1
4.4,54.1
4.5,54.1
4.6,54.1
4.6,55.8
4.7,55.8
4.8,55.8
4.9,55.8
4.9,55.8
5.0,55.8
5.0,55.8
5.0,55.8
5.0,55.8
5.0,55.8
5.1,55.8
5.1,55.8
5.1,55.9
5.2,55.9
5.2,55.9
5.2,55.9
5.5,57.6
5.5,57.6
5.5,57.6
5.5,57.6
5.5,57.6
5.5,57.6
5.5,57.6
5.6,57.6
5.6,57.6
5.6,57.6
5.6,57.6
5.7,58.2
5.7,58.2
5.7,58.2
5.7,58.2
5.7,58.2
5.7,58.2
5.7,58.2
5.7,58.2
5.7,58.2
5.8,58.9
5.8,58.9
5.9,59.3
5.9,59.3
5.9,59.3
5.9,59.3
6.0,59.3
5.9,59.3
6.0,59.3
6.0,59.3
6.0,59.3
6.0,59.3
6.0,59.3
6.0,59.3
6.0,59.3
6.2,59.3
6.2,59.3
6.2,59.3
6.2,59.3
6.2,59.3
6.2,59.3
6.2,59.3
6.2,59.3
6.2,59.3
6.2,59.3
6.2,59.3
6.2,59.3
6.2,59.5
6.2,59.5
6.2,59.5
6.2,59.5
6.2,59.5
6.2,59.5
6.2,59.5
6.4,59.8
6.4,59.8
6.4,59.8
6.4,59.8
6.4,59.8
6.4,59.8
6.4,59.8
6.4,59.8
6.4,59.8
6.4,59.8
6.4,59.9
6.4,59.9
6.4,59.9
6.4,59.9
6.4,59.9
6.4,59.9
6.5,59.9
6.6,59.9
6.5,59.9
6.6,59.9
6.6,59.9
6.6,59.9
6.6,59.9
6.6,59.9
6.6,59.9
6.7,60.0
6.6,60.0
6.7,60.0
6.7,60.0
6.7,60.0
6.7,60.0
6.7,60.0
6.7,60.0
6.7,60.0
6.7,60.0
6.8,60.0
6.8,60.0
6.8,60.0
6.8,60.0
6.8,60.0
6.8,60.0
6.8,60.0
6.8,60.0
6.8,60.0
6.9,60.0
6.9,60.0
6.9,60.0
6.9,60.0
6.9,60.0
6.9,60.0
6.9,60.0
6.9,60.0
7.0,60.0
6.9,60.0
6.9,60.0
7.0,60.0
6.9,60.0
6.9,60.0
6.9,60.0
6.9,60.0
6.9,60.0
7.0,60.2
7.0,60.2
7.0,60.2
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.0,60.3
7.1,58.7
7.1,58.7
7.1,58.7
7.1,58.7
7.1,58.7
7.1,58.7
7.1,58.7
7.1,58.7
7.0,58.7
7.1,58.8
7.1,58.8
7.1,58.8
7.1,58.8
7.1,58.8
7.1,58.8
7.1,58.8
7.1,58.8
7.1,58.8
7.1,58.8
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.3,58.9
7.3,58.9
7.3,58.9
7.3,58.9
7.3,58.9
7.3,58.9
7.3,58.9
7.3,58.9
7.3,58.9
7.4,58.9
7.4,58.9
7.4,58.9
7.4,58.9
7.4,58.9
7.4,58.9
7.4,59.0
7.4,59.0
7.4,59.0
7.5,59.0
7.5,59.0
7.5,59.0
7.5,59.0
7.5,59.0
7.5,59.0
7.5,59.1
7.5,59.1
7.5,59.1
7.5,59.1
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.5,59.3
7.6,59.3
7.6,59.3
7.6,59.3
7.6,59.3
7.6,59.3
7.6,59.3
7.6,59.3
7.6,59.3
