CPU(%),RAM(MB)
4.2,45.2
3.5,45.5
3.3,45.6
2.9,45.6
2.6,45.6
2.5,45.6
2.3,45.6
2.3,45.6
2.1,45.6
1.9,45.6
1.8,46.0
2.0,46.4
2.0,46.4
2.0,46.4
2.1,46.4
2.0,46.4
2.4,53.6
2.7,53.6
2.8,53.6
2.9,53.6
3.1,53.6
3.2,53.6
3.5,54.1
3.6,54.1
3.7,54.1
3.8,54.1
3.8,54.1
3.9,54.1
4.0,54.1
4.1,54.1
4.2,54.1
4.2,55.8
4.3,55.8
4.4,55.8
4.5,55.8
4.5,55.8
4.6,55.8
4.6,55.8
4.6,55.8
4.7,55.8
4.7,55.9
4.8,55.9
4.8,55.9
4.8,55.9
4.8,55.9
4.9,55.9
4.9,55.9
5.2,57.6
5.2,57.6
5.2,57.7
5.2,57.7
5.2,57.7
5.3,57.7
5.3,57.7
5.3,57.7
5.3,57.7
5.4,57.7
5.4,57.7
5.4,58.2
5.3,58.2
5.3,58.2
5.4,58.2
5.4,58.2
5.4,58.2
5.3,58.2
5.4,58.2
5.4,58.2
5.4,58.9
5.6,59.3
5.6,59.3
5.6,59.3
5.6,59.3
5.6,59.3
5.6,59.3
5.6,59.3
5.6,59.3
5.6,59.3
5.6,59.3
5.6,59.3
5.6,59.3
5.7,59.3
5.8,59.3
5.8,59.3
5.7,59.3
5.8,59.3
5.8,59.3
5.8,59.3
5.8,59.3
5.8,59.3
5.8,59.3
5.8,59.3
5.8,59.3
5.8,59.3
5.8,59.5
5.8,59.5
5.8,59.5
5.8,59.5
5.8,59.5
5.8,59.5
5.8,59.5
5.8,59.5
6.0,59.8
6.0,59.8
6.0,59.8
6.0,59.8
6.0,59.8
6.0,59.8
6.0,59.8
6.0,59.8
6.0,59.8
5.9,59.8
6.0,59.9
6.0,59.9
6.0,59.9
6.0,59.9
6.0,59.9
6.0,59.9
6.2,59.9
6.2,59.9
6.2,59.9
6.2,59.9
6.2,59.9
6.2,59.9
6.2,59.9
6.2,59.9
6.2,59.9
6.3,60.0
6.3,60.0
6.2,60.0
6.2,60.0
6.2,60.0
6.2,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.4,60.0
6.4,60.0
6.4,60.0
6.4,60.0
6.4,60.0
6.4,60.0
6.4,60.0
6.4,60.0
6.5,60.1
6.5,60.1
6.4,60.1
6.5,60.1
6.5,60.1
6.5,60.1
6.4,60.1
6.5,60.1
6.4,60.1
6.5,60.3
6.5,60.3
6.5,60.3
6.5,60.3
6.5,60.3
6.5,60.3
6.6,60.3
6.6,60.3
6.5,60.3
6.6,60.3
6.5,60.3
6.5,60.3
6.5,60.3
6.5,60.3
6.5,60.3
6.6,60.3
6.6,60.3
6.7,60.3
6.7,60.3
6.7,60.3
6.7,60.4
6.7,60.4
6.7,60.4
6.7,60.4
6.7,60.4
6.7,60.4
6.7,60.4
6.7,60.4
6.7,60.4
6.7,58.8
6.7,58.8
6.7,58.8
6.7,58.8
6.7,58.8
6.7,58.8
6.7,58.8
6.7,58.8
6.7,58.8
6.7,58.8
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.7,58.9
6.8,58.9
6.7,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.9,58.9
6.8,58.9
6.8,58.9
