CPU(%),RAM(MB)
4.2,45.3
3.8,45.6
3.3,45.6
3.3,45.7
3.0,45.7
2.7,45.7
2.4,45.7
2.2,45.7
2.2,45.7
2.0,45.7
1.9,45.7
2.2,46.4
2.2,46.5
2.2,46.5
2.2,46.5
2.4,46.5
2.5,53.6
2.8,53.6
3.0,53.6
3.2,53.7
3.4,53.7
3.6,53.7
3.8,54.1
4.0,54.1
4.1,54.2
4.2,54.2
4.3,54.2
4.4,54.2
4.4,54.2
4.6,54.2
4.7,54.2
4.8,55.9
4.8,55.9
4.9,55.9
5.0,55.9
5.0,55.9
5.1,55.9
5.1,55.9
5.1,55.9
5.2,55.9
5.2,55.9
5.3,55.9
5.5,55.9
5.4,55.9
5.5,55.9
5.5,55.9
5.6,56.0
5.8,57.7
5.9,57.7
5.9,57.7
6.0,57.7
6.0,57.7
6.0,57.7
6.0,57.7
6.1,57.7
6.1,57.7
6.1,57.7
6.2,58.3
6.2,58.3
6.2,58.3
6.3,58.3
6.3,58.3
6.3,58.3
6.4,58.3
6.4,58.3
6.4,58.3
6.4,59.0
6.4,59.0
6.5,59.0
6.7,59.3
6.7,59.3
6.8,59.3
6.8,59.3
6.8,59.3
6.8,59.3
6.8,59.3
6.8,59.3
6.8,59.3
6.8,59.3
6.8,59.3
6.8,59.3
6.8,59.3
6.9,59.3
6.9,59.3
7.0,59.3
7.0,59.3
7.0,59.3
7.0,59.3
7.0,59.3
7.0,59.3
7.0,59.3
7.0,59.3
7.0,59.5
7.0,59.5
7.0,59.5
7.0,59.5
7.0,59.5
7.0,59.5
7.0,59.5
7.0,59.5
7.0,59.5
7.1,59.9
7.1,59.9
7.1,59.9
7.1,59.9
7.0,59.9
7.0,59.9
7.0,59.9
7.0,59.9
7.0,59.9
7.0,60.0
7.0,60.0
7.0,60.0
7.0,60.0
7.0,60.0
7.0,60.0
7.0,60.0
7.1,60.0
7.0,60.0
7.1,60.0
7.1,60.0
7.0,60.0
7.0,60.0
7.0,60.0
7.0,60.0
7.0,60.0
7.1,60.0
7.1,60.0
7.1,60.0
7.1,60.0
7.0,60.0
7.0,60.0
7.0,60.0
7.0,60.0
7.0,60.0
7.0,60.0
7.0,60.0
7.1,60.0
7.0,60.0
7.0,60.0
7.1,60.0
7.0,60.0
7.0,60.0
7.0,60.0
7.0,60.0
7.1,60.1
7.1,60.1
7.1,60.1
7.1,60.1
7.1,60.1
7.1,60.1
7.1,60.1
7.1,60.1
7.1,60.1
7.1,60.1
7.2,60.1
7.1,60.1
7.1,60.1
7.1,60.1
7.2,60.1
7.2,60.1
7.1,60.1
7.2,60.3
7.2,60.4
7.2,60.4
7.2,60.4
7.2,60.4
7.2,60.4
7.2,60.4
7.2,60.4
7.1,60.4
7.1,60.4
7.1,60.4
7.1,60.4
7.1,60.4
7.1,60.4
7.1,60.4
7.1,60.4
7.2,60.4
7.2,60.4
7.2,60.4
7.2,60.4
7.2,60.4
7.2,60.4
7.2,60.4
7.1,60.4
7.1,60.4
7.2,60.4
7.1,60.4
7.1,60.4
7.1,58.8
7.2,58.8
7.2,58.8
7.2,58.8
7.2,58.8
7.2,58.8
7.2,58.8
7.1,58.8
7.1,58.8
7.1,58.8
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,60.9
7.2,58.9
7.2,58.9
7.2,58.9
7.2,59.0
7.2,59.0
7.2,59.0
7.2,59.0
7.2,59.0
7.2,59.0
7.2,59.0
7.2,59.0
7.2,59.0
7.3,59.0
7.3,59.0
7.3,59.0
7.2,59.0
7.2,59.0
7.3,59.1
7.3,59.1
7.3,59.1
7.3,59.1
7.2,59.1
7.3,59.1
7.3,59.1
7.3,59.1
7.3,59.1
7.3,59.2
7.3,59.2
7.3,59.2
7.3,59.2
7.2,59.2
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.2,59.4
7.2,59.4
7.2,59.4
7.2,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.2,59.4
7.2,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,59.4
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.6
7.3,61.6
7.3,61.6
7.3,61.6
7.3,61.6
7.3,61.6
7.3,61.6
7.3,61.6
7.3,61.6
7.3,62.5
7.3,62.5
7.3,62.5
7.3,62.5
7.3,62.5
7.3,62.5
7.3,62.5
7.3,62.5
7.3,62.5
7.3,62.5
7.3,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
7.2,62.6
