CPU(%),RAM(MB)
4.1,45.2
3.8,45.6
3.5,45.6
3.3,45.7
2.9,45.7
2.6,45.7
2.4,45.7
2.3,45.7
2.2,45.7
2.1,45.7
2.1,46.4
2.2,46.4
2.1,46.4
2.1,46.4
2.1,46.5
2.2,46.5
2.6,53.6
2.8,53.6
2.9,53.6
3.0,53.6
3.1,53.6
3.2,53.6
3.4,54.1
3.5,54.1
3.7,54.1
3.8,54.1
3.9,54.1
4.0,54.1
4.1,54.1
4.1,54.2
4.2,54.2
4.3,55.8
4.4,55.8
4.5,55.8
4.5,55.8
4.6,55.8
4.6,55.9
4.6,55.9
4.7,55.9
4.7,55.9
4.8,55.9
4.8,55.9
4.9,55.9
5.0,55.9
5.0,55.9
5.0,55.9
5.0,55.9
5.5,57.6
5.5,57.7
5.5,57.7
5.5,57.7
5.5,57.7
5.5,57.7
5.6,57.7
5.6,57.7
5.6,57.7
5.6,57.7
5.6,58.2
5.6,58.2
5.6,58.2
5.6,58.2
5.7,58.2
5.7,58.2
5.7,58.2
5.7,58.2
5.7,58.2
5.7,58.9
5.7,58.9
5.9,59.3
5.9,59.3
5.9,59.3
5.9,59.3
5.9,59.3
5.9,59.3
5.9,59.3
5.9,59.3
5.9,59.3
5.9,59.3
5.9,59.3
5.9,59.3
5.9,59.3
6.1,59.3
6.0,59.3
6.1,59.3
6.1,59.3
6.1,59.3
6.1,59.3
6.1,59.3
6.1,59.3
6.1,59.3
6.1,59.3
6.1,59.3
6.1,59.3
6.1,59.5
6.1,59.5
6.1,59.5
6.1,59.5
6.0,59.5
6.1,59.5
6.1,59.5
6.0,59.5
6.3,59.9
6.2,59.9
6.2,59.9
6.2,59.9
6.2,59.9
6.2,59.9
6.2,59.9
6.2,59.9
6.2,59.9
6.2,59.9
6.2,59.9
6.1,59.9
6.2,59.9
6.2,59.9
6.2,59.9
6.1,59.9
6.2,60.0
6.2,60.0
6.2,60.0
6.2,60.0
6.2,60.0
6.2,60.0
6.2,60.0
6.2,60.0
6.2,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.3,60.0
6.4,60.1
6.4,60.1
6.4,60.1
6.4,60.1
6.4,60.1
6.4,60.1
6.4,60.1
6.4,60.1
6.4,60.1
6.4,60.1
6.4,60.1
6.5,60.1
6.5,60.1
6.4,60.1
6.4,60.1
6.4,60.1
6.4,60.1
6.6,60.3
6.6,60.3
6.6,60.3
6.6,60.4
6.6,60.4
6.6,60.4
6.6,60.4
6.6,60.4
6.6,60.4
6.6,60.4
6.6,60.4
6.6,60.4
6.6,60.4
6.6,60.4
6.6,60.4
6.6,60.4
6.6,60.4
6.7,60.4
6.7,60.4
6.7,60.4
6.7,60.4
6.7,60.4
6.7,60.4
6.7,60.4
6.7,60.4
6.7,60.4
6.7,60.4
6.7,60.4
6.7,60.4
6.8,58.8
6.8,58.8
6.8,58.8
6.8,58.8
6.8,58.8
6.8,58.8
6.8,58.8
6.8,58.8
6.8,58.8
6.9,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.9,58.9
6.9,58.9
6.9,58.9
6.9,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.8,58.9
6.9,58.9
6.9,58.9
6.9,59.0
6.9,59.0
6.9,59.0
6.9,59.0
6.9,59.0
6.9,59.0
6.9,59.0
6.9,59.0
6.9,59.0
6.9,59.0
7.0,59.0
7.0,59.0
7.0,59.0
7.0,59.0
7.0,59.0
7.0,59.0
7.0,59.0
7.0,59.0
7.0,59.0
7.0,59.1
7.1,59.1
7.0,59.1
7.1,59.1
7.0,59.1
7.1,59.2
7.1,59.2
7.1,59.2
7.1,59.2
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.2,59.4
7.2,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.1,59.4
7.2,59.4
7.2,59.4
7.2,59.4
7.2,59.4
7.2,59.4
7.2,59.4
7.2,59.4
7.2,59.4
7.2,61.5
7.2,61.5
7.2,61.5
7.2,61.5
7.2,61.5
7.2,61.5
7.2,61.5
7.2,61.5
7.2,61.5
7.3,61.5
7.2,61.5
7.2,61.5
7.2,61.5
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.5
7.3,61.6
7.3,61.6
7.3,61.6
7.3,61.6
7.3,61.6
7.3,61.6
7.3,61.6
7.3,61.6
7.3,62.5
7.3,62.5
7.3,62.5
7.3,62.5
7.3,62.5
7.3,62.5
7.3,62.5
7.3,62.5
7.3,62.5
7.3,62.5
7.3,62.5
7.3,62.5
7.2,62.5
7.3,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
7.2,62.5
