CPU(%),RAM(MB)
9.7,46.9
8.0,47.2
7.3,47.2
6.9,47.3
6.5,47.3
6.1,47.3
5.9,47.3
5.7,47.3
5.5,47.3
5.5,47.3
5.2,47.5
5.3,48.1
5.3,48.2
5.5,48.2
5.7,48.2
5.8,48.2
6.5,52.6
6.9,52.6
7.5,52.6
7.9,52.6
8.1,52.6
8.5,52.6
8.9,52.6
9.3,52.6
9.5,52.6
9.9,52.6
10.1,52.7
10.4,52.7
10.6,52.7
10.7,52.7
10.9,52.7
11.1,52.7
11.3,52.8
11.4,52.8
11.6,52.9
11.9,52.9
12.0,52.9
12.3,52.9
12.4,52.9
12.5,53.0
12.5,53.0
12.6,53.0
12.7,53.0
13.0,53.0
13.0,53.0
13.1,53.0
13.2,53.0
13.3,53.0
13.5,53.1
13.6,53.1
13.5,53.1
13.4,53.1
13.4,53.1
13.4,53.1
13.4,53.1
13.5,53.1
13.5,53.2
13.6,53.2
13.7,53.3
13.8,53.3
14.0,53.4
14.1,53.4
14.3,53.5
14.4,53.6
14.5,53.6
14.5,53.6
14.7,53.6
14.9,53.6
14.9,53.6
14.9,53.6
15.0,53.6
15.0,53.6
15.0,53.6
15.1,53.7
15.2,53.7
15.3,53.7
15.5,53.7
15.6,53.7
15.7,53.7
15.7,53.7
15.8,53.7
15.8,53.8
15.9,53.8
16.0,53.8
16.0,53.8
16.0,53.8
16.0,53.8
16.1,53.8
16.1,53.8
16.1,53.8
16.2,53.8
16.3,57.6
16.4,57.6
16.5,57.6
16.6,57.6
16.8,57.7
16.9,57.7
17.0,57.7
17.1,57.7
17.0,57.7
17.1,57.7
17.1,57.7
17.1,57.7
17.1,57.7
17.1,57.7
17.1,57.7
17.1,57.7
17.1,57.7
17.2,57.7
17.2,57.7
17.2,57.7
17.3,57.7
17.4,57.7
17.5,57.7
17.6,57.7
17.7,57.7
17.7,57.7
17.7,57.7
17.8,57.7
17.8,57.7
17.8,57.7
17.9,57.7
17.9,57.7
17.9,57.7
17.9,57.7
18.0,57.7
18.0,57.7
18.0,57.7
18.0,57.7
17.9,57.7
17.9,57.7
17.9,57.7
17.8,57.7
17.8,57.8
17.7,57.8
17.7,57.8
17.7,57.8
17.6,57.8
17.7,57.8
17.8,57.8
17.9,57.8
17.9,57.8
17.9,57.8
17.9,57.8
17.9,57.8
18.0,57.8
18.1,56.7
18.2,64.1
18.3,64.1
18.4,64.6
18.5,64.6
18.5,64.7
18.6,64.7
18.7,65.7
18.7,65.7
18.6,65.7
18.7,65.7
18.7,65.7
18.6,65.7
18.6,65.7
18.7,65.7
18.7,65.7
18.7,65.7
18.7,65.7
18.7,65.7
18.8,65.7
18.8,65.7
18.7,65.7
18.7,65.7
18.7,65.7
18.7,65.7
18.7,65.7
18.8,65.7
