CPU(%),RAM(MB)
8.1,46.7
7.2,47.1
6.3,47.1
6.1,47.2
5.8,47.2
5.5,47.2
5.1,47.2
5.2,47.2
5.0,47.2
4.9,47.2
4.8,47.7
4.8,48.0
5.0,48.1
5.2,48.1
5.4,48.1
5.4,48.1
6.0,52.4
6.5,52.5
7.0,52.5
7.4,52.5
7.8,52.5
8.1,52.5
8.4,52.5
8.6,52.5
8.7,52.5
8.8,52.5
9.1,52.5
9.4,52.5
9.7,52.6
9.9,52.6
10.2,52.6
10.4,52.6
10.7,52.7
10.9,52.7
11.0,52.7
11.2,52.7
11.4,52.7
11.7,52.8
11.8,52.8
11.9,52.8
12.1,52.8
12.2,52.8
12.2,52.8
12.4,52.8
12.5,52.8
12.6,52.8
12.7,52.8
12.9,52.8
13.0,52.9
13.1,52.9
13.3,52.9
13.4,52.9
13.5,52.9
13.7,52.9
13.8,52.9
13.9,52.9
14.1,53.0
14.3,53.1
14.3,53.1
14.4,53.2
14.6,53.3
14.6,53.4
14.9,53.4
15.0,53.5
15.1,53.5
15.2,53.5
15.3,53.5
15.4,53.5
15.5,53.5
15.5,53.5
15.5,53.5
15.5,53.5
15.5,53.5
15.5,53.5
15.4,53.5
15.3,53.6
15.3,53.6
15.4,53.6
15.4,53.6
15.4,53.6
15.4,53.6
15.4,53.7
15.5,53.7
15.5,53.7
15.5,53.7
15.6,53.7
15.6,53.7
15.6,53.7
15.6,53.7
15.7,53.7
15.8,53.7
15.9,57.5
16.0,57.5
16.1,57.5
16.3,57.5
16.4,57.6
16.5,57.6
16.6,57.6
16.7,57.6
16.7,57.6
16.7,57.6
16.7,57.6
16.7,57.6
16.7,57.6
16.7,57.6
16.8,57.6
16.8,57.6
16.8,57.6
16.8,57.6
16.9,57.6
16.9,57.6
17.0,57.6
17.0,57.6
17.1,57.6
17.2,57.6
17.3,57.6
17.3,57.6
17.4,57.6
17.4,57.6
17.4,57.6
17.4,57.6
17.4,57.6
17.4,57.6
17.5,57.6
17.5,57.6
17.5,57.6
17.5,57.6
17.5,57.6
17.5,57.6
17.5,57.6
17.5,57.6
17.5,57.6
17.5,57.6
17.5,57.6
17.5,57.6
17.5,57.6
17.5,57.6
17.5,57.6
17.6,57.7
