CPU(%),RAM(MB)
9.6,46.7
8.3,47.1
7.2,47.1
7.2,47.2
6.5,47.2
6.3,47.2
6.0,47.2
5.8,47.2
5.7,47.2
5.6,47.2
5.4,47.4
5.7,47.9
5.8,47.9
5.8,48.0
5.9,48.0
6.0,48.1
6.2,50.3
6.7,52.4
6.9,52.4
7.3,52.4
7.6,52.4
7.8,52.4
8.1,52.4
8.4,52.5
8.6,52.5
8.8,52.5
8.9,52.5
9.1,52.5
9.4,52.5
9.7,52.5
9.8,52.5
10.1,52.5
10.2,52.7
10.4,52.7
10.6,52.7
10.9,52.7
11.1,52.7
11.2,52.7
11.4,52.7
11.5,52.7
11.6,52.7
11.7,52.7
11.7,52.7
11.8,52.8
12.0,52.8
12.2,52.8
12.2,52.8
12.3,52.8
12.5,52.8
12.5,52.8
12.6,52.8
12.7,52.8
12.9,52.8
12.9,52.9
13.0,52.9
13.1,52.9
13.2,52.9
13.4,52.9
13.6,53.1
13.6,53.1
13.7,53.1
13.8,53.3
14.0,53.3
14.1,53.4
14.2,53.4
14.3,53.4
14.4,53.4
14.5,53.4
14.6,53.4
14.6,53.4
14.7,53.4
14.8,53.4
14.8,53.4
14.8,53.4
14.8,53.4
14.9,53.4
14.9,53.5
15.0,53.5
15.1,53.5
15.2,53.5
15.2,53.5
15.3,53.5
15.3,53.5
15.3,53.6
15.3,53.6
15.4,53.6
15.4,53.6
15.4,53.6
15.5,53.6
15.5,53.6
15.5,53.6
15.6,57.5
15.7,57.5
15.8,57.5
15.9,57.5
16.0,57.5
16.1,57.5
16.3,57.5
16.3,57.5
16.3,57.5
16.3,57.5
16.3,57.5
16.3,57.5
16.3,57.5
16.4,57.5
16.4,57.5
16.4,57.5
16.4,57.5
16.4,57.5
16.4,57.5
16.5,57.5
16.5,57.5
16.6,57.5
16.6,57.5
16.6,57.5
16.7,57.5
16.8,57.5
16.8,57.5
16.7,57.5
16.8,57.5
16.8,57.5
16.8,57.6
16.8,57.6
16.8,57.6
16.8,57.6
16.8,57.6
16.8,57.6
16.8,57.6
16.8,57.6
16.8,57.6
16.8,57.6
16.8,57.6
16.9,57.6
16.8,57.6
16.9,57.6
16.9,57.6
16.9,57.6
16.9,57.6
16.9,57.6
17.0,57.6
17.1,57.6
17.1,57.6
17.1,57.6
17.1,57.6
17.1,57.6
17.1,57.6
17.1,57.6
17.3,62.5
17.3,63.8
17.4,64.3
17.5,64.3
17.5,64.3
17.6,64.4
17.6,64.4
17.6,64.4
17.6,64.4
17.6,64.4
17.6,64.4
17.6,64.4
17.6,64.4
17.6,64.4
17.6,64.4
17.6,64.4
17.7,64.4
17.7,64.4
17.7,64.4
17.7,64.4
17.7,64.4
