CPU(%),RAM(MB)
11.0,46.8
9.0,47.1
8.1,47.2
7.7,47.3
7.1,47.3
6.9,47.3
6.5,47.3
6.3,47.3
6.0,47.3
5.8,47.3
5.7,47.5
5.9,48.0
6.0,48.1
6.1,48.1
6.2,48.1
6.1,48.2
6.7,52.5
7.1,52.5
7.6,52.5
7.8,52.5
8.3,52.5
8.6,52.5
8.9,52.5
9.2,52.5
9.5,52.5
9.6,52.6
9.8,52.6
10.0,52.6
10.1,52.6
10.2,52.6
10.3,52.6
10.5,52.6
10.7,52.7
10.8,52.7
11.1,52.8
11.2,52.8
11.4,52.8
11.6,52.8
11.7,52.8
11.9,52.8
12.0,52.8
12.1,52.8
12.1,52.8
12.3,52.8
12.4,52.8
12.5,52.8
12.6,52.9
12.7,52.9
12.8,52.9
12.8,52.9
12.9,52.9
13.0,52.9
13.1,52.9
13.2,52.9
13.3,52.9
13.4,52.9
13.6,53.0
13.8,53.1
13.9,53.2
14.0,53.2
14.1,53.3
14.2,53.4
14.4,53.4
14.5,53.5
14.5,53.5
14.7,53.5
14.7,53.5
14.8,53.5
14.8,53.6
14.8,53.6
14.9,53.6
14.9,53.6
14.9,53.6
14.9,53.6
14.9,53.6
15.1,53.6
15.2,53.7
15.3,53.7
15.3,53.7
15.3,53.7
15.4,53.7
15.4,53.7
15.5,53.7
15.5,53.7
15.5,53.7
15.6,53.8
15.6,53.8
15.6,53.8
15.6,53.8
15.6,53.8
15.7,53.8
15.8,57.6
15.9,57.6
15.9,57.6
16.0,57.6
16.1,57.6
16.2,57.6
16.3,57.6
16.3,57.6
16.3,57.6
16.3,57.6
16.3,57.6
16.4,57.6
16.4,57.6
16.4,57.6
16.4,57.6
16.4,57.6
16.4,57.6
16.4,57.6
16.4,57.6
16.4,57.6
16.5,57.6
16.6,57.6
16.6,57.6
16.6,57.6
16.7,57.6
16.7,57.6
16.7,57.7
16.7,57.7
16.8,57.7
16.8,57.7
16.8,57.7
16.8,57.7
16.8,57.7
16.9,57.7
16.9,57.7
16.9,57.7
17.0,57.7
17.0,57.7
17.0,57.7
17.0,57.7
17.0,57.7
17.0,57.7
17.0,57.7
17.0,57.7
17.0,57.7
17.0,57.7
17.0,57.7
17.0,57.7
17.1,57.7
17.1,57.7
17.1,57.7
17.1,57.7
17.1,57.7
17.1,57.7
17.1,57.7
17.3,59.0
17.4,62.9
17.4,63.0
17.5,63.0
17.5,64.3
17.6,64.3
17.7,64.3
17.8,64.6
17.7,64.6
17.7,64.6
17.8,64.6
17.8,64.6
17.8,64.6
17.8,64.6
17.9,64.6
17.9,64.6
17.9,64.6
17.9,64.6
17.9,64.6
17.9,64.6
17.9,64.6
17.9,64.6
17.9,64.6
17.9,64.6
17.9,64.6
17.9,64.6
17.9,64.6
17.9,64.6
17.9,64.6
17.9,64.6
17.9,64.6
17.9,64.6
17.9,64.6
17.9,64.6
18.0,64.6
18.0,64.6
17.9,64.6
18.0,64.6
18.0,64.6
18.0,64.6
18.0,64.6
18.0,64.6
18.0,64.6
18.0,64.6
18.0,64.6
18.0,64.6
18.0,64.6
18.1,66.0
18.1,66.0
18.1,66.0
18.1,66.0
18.1,66.0
18.1,66.0
18.2,66.0
18.2,66.0
18.2,66.0
18.2,66.0
18.2,66.0
18.2,66.0
18.2,66.0
18.2,66.0
18.3,66.0
