CPU(%),RAM(MB)
10.1,46.2
8.0,46.5
7.3,46.6
6.7,46.6
5.9,46.6
5.4,46.6
4.9,46.6
4.7,46.6
4.6,46.6
4.7,46.6
4.5,46.6
4.6,47.3
4.7,47.4
4.9,47.4
5.0,47.4
5.2,47.4
5.3,51.7
5.9,51.7
6.0,51.7
6.0,51.7
5.9,51.7
5.9,51.7
6.2,51.7
6.6,51.7
6.9,51.7
7.2,51.7
7.4,51.7
7.6,51.7
8.0,51.7
8.2,51.7
8.4,51.7
8.5,51.8
8.6,51.8
8.9,51.9
9.0,51.9
9.2,51.9
9.3,51.9
9.5,51.9
9.6,51.9
9.8,51.9
10.0,51.9
10.2,51.9
10.4,51.9
10.5,52.0
10.7,52.0
10.8,52.0
10.9,52.0
10.9,52.0
11.0,52.0
11.1,52.0
11.2,52.0
11.3,52.0
11.4,52.0
11.5,52.0
11.5,52.0
11.5,52.0
11.7,52.0
11.8,52.0
11.8,52.0
12.0,52.0
12.0,52.0
12.1,52.0
12.2,52.0
12.2,52.0
12.3,52.1
12.3,52.1
12.3,52.1
12.4,52.1
12.4,52.1
12.4,52.1
12.5,52.1
12.4,52.1
12.5,52.1
12.6,52.1
12.6,52.1
12.6,52.1
12.6,52.1
12.7,52.1
12.6,52.1
12.7,52.1
12.8,52.1
12.8,52.1
12.8,52.1
12.8,52.1
12.8,52.1
12.8,52.1
12.9,52.1
12.9,52.1
12.9,52.1
12.9,52.1
12.9,52.1
12.9,52.1
12.9,52.1
12.9,52.1
13.0,52.1
13.0,52.1
13.0,52.1
13.1,52.1
13.0,52.1
13.1,52.1
13.1,52.1
13.1,52.1
13.1,52.1
13.2,52.1
13.1,52.1
13.0,52.1
13.0,52.1
12.9,52.1
12.9,52.1
12.9,52.1
13.0,52.1
13.0,52.1
13.0,52.1
13.1,52.1
13.1,52.2
13.1,52.2
13.1,52.2
13.1,52.2
13.1,52.2
13.2,52.2
13.2,52.2
13.2,52.2
13.2,52.2
13.2,52.2
13.3,52.2
13.3,52.2
13.3,52.2
13.3,52.2
13.3,52.3
13.3,52.3
13.3,52.3
13.4,52.3
13.4,52.3
13.4,52.3
13.4,52.3
13.4,52.3
13.4,52.3
13.4,52.3
13.5,52.3
13.6,52.3
13.6,52.4
13.6,52.4
13.7,52.5
13.7,52.5
13.8,52.5
13.9,52.5
13.9,52.5
14.0,52.5
14.0,52.6
14.0,52.6
14.1,52.6
14.1,52.6
14.2,52.6
14.2,52.7
14.3,52.7
14.3,52.7
14.3,52.7
14.3,52.7
14.3,52.7
14.3,52.7
14.3,52.7
14.4,52.7
14.4,52.7
14.4,52.7
14.4,52.7
14.5,52.7
14.5,52.7
14.5,52.7
14.5,52.7
14.5,52.7
14.5,52.7
14.6,52.7
14.6,52.7
14.6,52.7
14.5,52.7
14.5,52.7
14.5,52.7
14.5,52.7
14.5,52.7
14.5,52.7
14.6,52.7
14.6,52.7
14.6,52.7
14.6,52.7
14.7,52.7
14.7,52.7
14.7,52.7
14.8,52.7
14.8,52.7
14.8,52.7
14.8,52.7
14.8,52.7
14.8,52.8
14.9,52.8
14.9,52.8
14.9,52.8
14.9,52.8
14.9,52.8
14.9,52.8
15.0,52.8
15.0,52.8
15.0,52.8
15.0,52.8
15.1,52.8
15.1,52.8
15.1,52.8
15.1,52.8
15.2,52.8
15.2,52.8
15.2,52.9
15.2,52.9
15.3,52.9
15.3,52.9
15.3,52.9
15.3,52.9
15.3,52.9
15.4,52.9
15.4,52.9
15.4,52.9
15.4,52.9
15.4,52.9
15.5,52.9
15.5,52.9
15.5,56.7
