CPU(%),RAM(MB)
10.4,46.2
8.9,46.4
8.0,46.5
7.1,46.6
6.5,46.6
6.0,46.6
5.4,46.6
5.0,46.6
5.0,46.6
4.9,46.6
4.7,46.6
4.8,47.3
5.0,47.4
5.2,47.4
5.4,47.4
5.4,47.4
5.7,51.8
6.2,51.8
6.7,51.8
7.2,51.8
7.7,51.8
7.9,51.8
8.4,51.8
8.7,51.8
9.0,51.8
9.3,51.9
9.6,51.9
10.0,51.9
10.2,51.9
10.5,51.9
10.7,51.9
11.0,51.9
11.2,52.0
11.3,52.0
11.4,52.0
11.6,52.0
11.8,52.0
12.0,52.1
12.1,52.1
12.2,52.1
12.3,52.1
12.4,52.1
12.6,52.1
12.7,52.1
12.8,52.1
12.8,52.1
13.0,52.1
13.1,52.1
13.2,52.2
13.3,52.2
13.4,52.2
13.4,52.2
13.4,52.2
13.6,52.2
13.6,52.2
13.7,52.2
13.8,52.2
13.8,52.2
13.8,52.2
13.9,52.2
14.0,52.2
14.2,52.2
14.2,52.2
14.3,52.2
14.4,52.2
14.4,52.2
14.5,52.2
14.6,52.2
14.6,52.2
14.5,52.2
14.4,52.2
14.3,52.2
14.2,52.2
14.2,52.2
14.3,52.2
14.3,52.2
14.4,52.2
14.4,52.2
14.5,52.2
14.5,52.2
14.5,52.2
14.5,52.2
14.6,52.2
14.7,52.2
14.7,52.2
14.7,52.2
14.7,52.2
14.7,52.2
14.7,52.2
14.7,52.2
14.7,52.2
14.7,52.2
14.7,52.2
14.7,52.2
14.7,52.2
14.8,52.2
14.8,52.2
14.9,52.2
14.9,52.2
14.9,52.2
14.9,52.2
14.9,52.2
14.9,52.2
14.9,52.2
15.0,52.2
15.0,52.2
15.0,52.2
15.0,52.2
15.0,52.2
15.1,52.2
15.1,52.2
15.1,52.2
15.1,52.4
15.2,52.4
15.2,52.4
15.2,52.4
15.3,52.4
15.3,52.4
15.3,52.4
15.4,52.4
15.4,52.4
15.4,52.4
15.4,52.4
15.4,52.4
15.5,52.4
15.5,52.4
15.4,52.4
15.5,52.4
15.5,52.4
15.5,52.4
15.6,52.5
15.6,52.5
15.6,52.5
15.6,52.5
15.6,52.5
15.6,52.5
15.6,52.5
15.6,52.6
15.7,52.7
15.8,52.7
15.8,52.7
15.8,52.7
15.8,52.7
15.9,52.7
15.9,52.7
16.0,52.7
16.1,52.8
16.1,52.8
16.1,52.8
16.2,52.8
16.2,52.8
16.3,52.8
16.3,52.8
