CPU(%),RAM(MB)
10.0,46.2
8.7,46.5
7.8,46.5
7.5,46.6
6.9,46.6
6.5,46.6
6.4,46.6
6.3,46.6
6.2,46.6
6.1,46.6
5.8,46.8
5.9,47.4
5.8,47.4
6.0,47.4
6.1,47.4
6.0,47.4
6.6,51.9
6.8,51.9
7.1,51.9
7.5,51.9
7.9,51.9
8.2,51.9
8.5,51.9
8.7,51.9
9.0,51.9
9.3,51.9
9.5,51.9
9.7,51.9
9.9,51.9
10.1,51.9
10.2,51.9
10.4,52.0
10.6,52.1
10.7,52.1
10.7,52.1
10.9,52.1
11.0,52.1
11.2,52.1
11.3,52.1
11.4,52.1
11.5,52.1
11.6,52.1
11.6,52.2
11.8,52.2
11.9,52.2
12.0,52.2
12.0,52.2
12.2,52.2
12.3,52.2
12.4,52.2
12.4,52.2
12.5,52.2
12.6,52.2
12.7,52.2
12.7,52.2
12.7,52.2
12.8,52.2
12.8,52.2
12.8,52.2
12.9,52.2
12.9,52.2
13.0,52.2
12.9,52.2
12.8,52.3
12.8,52.3
12.7,52.3
12.7,52.3
12.8,52.3
12.8,52.3
12.9,52.3
12.9,52.3
13.0,52.3
13.0,52.3
13.1,52.3
13.0,52.3
13.1,52.3
13.1,52.3
13.2,52.3
13.2,52.3
13.2,52.3
13.2,52.3
13.2,52.3
13.3,52.3
13.3,52.3
13.3,52.3
13.3,52.3
13.3,52.3
13.3,52.3
13.3,52.3
13.4,52.3
13.4,52.3
13.3,52.3
13.4,52.3
13.4,52.3
13.4,52.3
13.4,52.3
13.4,52.3
13.4,52.3
13.4,52.3
13.4,52.3
13.4,52.3
13.4,52.3
13.4,52.3
13.4,52.3
13.5,52.3
13.5,52.3
13.5,52.3
13.5,52.3
13.6,52.3
13.6,52.3
13.6,52.3
13.6,52.3
13.6,52.3
13.7,52.4
13.7,52.4
13.7,52.4
13.7,52.4
13.7,52.4
13.7,52.4
13.8,52.4
13.8,52.4
13.8,52.4
13.8,52.4
13.8,52.4
13.9,52.4
13.9,52.4
13.9,52.4
13.9,52.4
14.0,52.4
14.0,52.4
