CPU(%),RAM(MB)
10.5,46.1
9.1,46.4
7.8,46.4
7.0,46.5
6.3,46.5
5.6,46.5
5.0,46.5
4.9,46.5
4.7,46.5
4.8,46.5
4.6,46.6
4.4,47.3
4.2,47.3
4.1,47.3
4.4,47.3
4.6,47.3
5.1,51.6
5.5,51.6
5.9,51.6
6.3,51.7
6.8,51.7
7.2,51.7
7.5,51.7
7.8,51.7
8.0,51.7
8.3,51.7
8.4,51.7
8.6,51.7
8.8,51.7
9.0,51.7
9.1,51.7
9.3,51.7
9.5,51.9
9.6,51.9
9.7,51.9
9.9,51.9
10.0,51.9
10.1,51.9
10.3,51.9
10.5,51.9
10.6,51.9
10.6,51.9
10.7,51.9
10.8,51.9
10.9,51.9
11.0,51.9
11.1,51.9
11.1,51.9
11.3,52.0
11.4,52.0
11.5,52.0
11.5,52.0
11.6,52.0
11.7,52.0
11.8,52.0
11.7,52.0
11.6,52.0
11.5,52.0
11.5,52.0
11.5,52.0
11.5,52.0
11.4,52.0
11.3,52.0
11.3,52.0
11.3,52.1
11.4,52.1
11.5,52.1
11.5,52.1
11.6,52.1
11.7,52.1
11.7,52.1
11.8,52.1
11.8,52.1
11.8,52.1
11.9,52.1
12.0,52.1
12.1,52.1
12.1,52.1
12.1,52.1
12.2,52.1
12.2,52.1
12.2,52.1
12.3,52.1
12.3,52.1
12.4,52.1
12.4,52.1
12.4,52.1
12.4,52.1
12.4,52.1
12.5,52.1
12.5,52.1
12.5,52.1
12.6,52.1
12.6,52.1
12.6,52.1
12.6,52.1
12.7,52.2
12.7,52.2
12.7,52.2
12.8,52.2
12.8,52.2
12.8,52.2
12.8,52.2
12.8,52.2
12.9,52.2
12.9,52.2
12.9,52.2
13.0,52.2
13.0,52.2
13.0,52.2
13.1,52.2
13.1,52.2
13.2,52.2
13.2,52.2
13.2,52.2
13.3,52.2
13.3,52.2
13.4,52.2
13.4,52.2
13.5,52.2
13.5,52.2
13.5,52.2
13.6,52.2
13.6,52.2
13.6,52.2
13.7,52.2
13.7,52.2
13.7,52.2
13.7,52.2
13.7,52.2
13.7,52.2
13.7,52.2
13.7,52.3
13.7,52.3
13.7,52.3
13.7,52.3
13.6,52.3
13.6,52.3
13.7,52.3
13.8,52.4
13.8,52.4
13.8,52.4
13.9,52.4
13.9,52.4
13.9,52.4
13.9,52.4
14.0,52.4
14.1,52.5
14.2,52.6
14.2,52.6
14.3,52.6
14.3,52.7
14.4,52.7
14.4,52.7
14.5,52.7
14.5,52.7
14.5,52.7
14.5,52.7
14.5,52.7
14.5,52.7
14.5,52.7
14.6,52.7
14.6,52.7
14.7,52.7
14.6,52.7
14.7,52.7
14.7,52.7
14.7,52.7
14.8,52.7
14.8,52.7
14.8,52.7
14.8,52.7
14.8,52.7
14.9,52.7
14.9,52.7
14.9,52.7
14.9,52.7
14.9,52.7
14.9,52.7
15.0,52.7
15.0,52.7
15.0,52.7
15.0,52.7
15.0,52.7
15.1,52.7
15.1,52.7
15.1,52.7
15.1,52.7
15.1,52.7
15.1,52.7
15.1,52.7
15.2,52.7
15.2,52.7
15.2,52.7
15.2,52.7
15.2,52.7
15.2,52.7
15.2,52.7
15.2,52.7
15.2,52.7
15.3,52.7
15.3,52.7
15.3,52.7
15.3,52.7
15.3,52.7
15.4,52.7
15.4,52.7
15.4,52.7
15.4,52.7
15.4,52.7
15.4,52.7
15.4,52.7
15.4,52.7
15.5,52.7
15.5,52.7
15.4,52.7
15.4,52.7
15.4,52.7
15.3,52.7
15.3,52.7
15.4,52.8
15.4,52.8
15.4,56.5
15.4,56.5
15.4,56.5
15.4,56.5
15.4,56.5
15.4,57.0
15.5,57.0
15.5,57.1
15.5,57.1
15.5,57.1
15.5,57.1
15.5,57.1
15.5,57.1
15.5,57.1
15.6,57.1
15.6,57.1
15.6,57.1
15.6,57.1
15.7,57.1
15.7,57.1
15.7,57.1
15.7,57.1
15.7,57.1
15.8,57.1
15.8,57.1
15.8,57.1
15.8,57.1
15.8,57.1
15.9,57.1
15.9,57.1
15.9,57.1
15.9,57.1
15.9,57.1
16.0,57.1
16.0,57.1
16.0,57.1
16.0,57.1
16.0,57.1
16.0,57.1
16.0,57.1
16.0,57.1
16.0,57.1
16.0,57.1
16.1,57.1
16.1,57.1
16.1,57.1
16.1,57.1
16.1,57.1
16.1,57.1
16.2,57.1
16.2,57.1
16.2,57.1
16.3,57.1
16.3,57.1
