CPU(%),RAM(MB)
63.7,205.5
53.1,205.5
52.7,214.1
50.8,217.4
45.7,217.6
41.5,217.7
37.9,217.7
34.6,217.7
32.1,217.7
29.8,217.7
27.7,217.7
26.0,217.8
25.5,218.5
24.4,218.9
23.6,218.9
23.0,219.0
22.3,219.0
23.2,239.5
23.8,241.9
23.8,242.1
24.5,245.4
24.4,245.5
24.4,245.5
25.2,248.8
25.0,248.9
24.8,248.9
25.8,250.4
25.7,250.7
25.6,250.7
26.3,252.0
26.3,252.0
26.2,252.0
26.7,254.1
26.5,254.2
26.4,254.2
26.8,256.0
26.7,256.3
26.6,256.3
27.1,257.5
27.3,260.8
27.2,260.8
27.5,264.9
27.4,264.9
27.3,264.9
27.4,265.2
27.5,266.7
27.4,266.7
27.4,266.7
28.1,271.3
27.9,271.3
27.9,271.3
28.3,276.9
28.2,276.9
28.2,276.9
28.5,279.5
28.4,279.5
28.4,279.5
28.8,280.8
28.8,280.8
28.8,281.0
29.4,287.3
29.3,287.3
29.2,287.3
29.5,292.6
29.4,292.6
29.5,292.7
29.7,296.3
29.7,296.3
29.6,296.3
29.9,298.2
29.8,298.2
29.8,298.2
30.1,300.1
30.1,300.1
30.0,300.1
30.2,302.0
30.1,302.0
30.0,302.0
30.6,304.4
30.6,304.4
30.5,304.4
30.7,309.9
30.6,309.9
30.7,309.9
30.7,309.9
30.8,311.6
30.7,311.6
30.7,311.6
30.9,317.3
30.9,317.3
30.9,317.3
31.0,317.6
31.3,318.5
31.2,318.5
31.2,318.7
31.4,320.2
31.4,320.2
31.4,320.2
31.5,321.7
31.5,321.7
31.4,321.7
31.5,323.6
31.4,323.6
31.4,323.6
31.6,324.9
31.6,324.9
31.6,324.9
31.8,325.9
31.8,325.9
31.8,325.9
32.0,326.7
32.0,326.7
32.0,326.7
32.3,327.9
32.3,327.9
32.3,327.9
32.5,329.3
32.4,329.3
32.4,329.3
33.2,331.0
33.3,331.1
33.2,331.1
33.3,332.0
33.3,332.0
33.2,332.0
33.3,332.4
33.4,332.4
33.3,332.4
33.4,333.3
33.4,333.3
33.3,333.3
33.4,333.9
33.4,333.9
33.3,333.9
33.5,334.5
33.5,334.5
33.4,334.5
33.6,336.5
33.5,336.5
33.5,336.5
33.6,336.5
33.6,336.5
33.6,336.5
33.7,337.0
33.6,337.0
33.8,338.0
33.8,338.2
33.8,338.2
33.9,339.1
33.9,339.1
33.9,339.1
34.1,339.9
34.2,339.9
34.2,339.9
34.3,340.6
34.3,340.6
34.3,340.6
34.5,341.6
34.5,341.6
34.6,342.3
34.6,342.9
34.6,342.9
34.7,342.9
34.7,345.1
34.6,345.1
34.7,345.2
34.7,346.9
34.7,346.9
34.7,347.5
34.7,349.3
34.7,349.3
34.6,349.3
34.7,350.2
34.6,350.2
34.5,350.2
34.8,360.5
34.8,360.5
34.7,360.5
35.0,362.0
35.0,362.0
34.9,362.0
35.2,365.8
35.1,365.8
35.1,365.8
35.4,368.2
35.4,368.2
35.3,368.2
35.6,369.8
35.5,369.8
35.5,369.8
35.6,372.3
35.6,372.3
35.5,372.3
35.6,376.7
35.5,376.7
35.5,376.7
35.4,376.7
35.5,378.6
35.5,378.6
35.5,378.6
35.5,381.5
35.5,381.5
35.4,381.5
35.4,381.5
35.6,383.3
35.5,383.3
35.5,383.3
35.7,386.0
36.2,388.9
36.2,388.9
36.2,390.0
36.2,390.0
36.2,390.0
36.3,395.2
36.2,395.2
36.2,395.2
36.3,397.4
36.2,397.4
36.2,397.4
36.3,403.3
36.3,403.3
36.2,403.3
36.4,405.0
36.4,405.0
36.4,405.0
36.6,407.5
36.6,407.5
36.6,407.5
36.9,413.1
36.9,413.1
36.8,413.1
37.1,414.2
37.1,414.2
37.1,414.2
37.4,414.8
37.4,414.8
37.4,414.8
37.6,415.6
37.6,415.6
37.6,415.9
37.8,416.2
37.8,416.2
37.9,416.3
38.1,416.6
38.1,416.6
38.2,417.2
38.4,417.5
38.4,417.5
38.6,421.1
38.7,421.1
38.7,421.1
39.0,421.9
39.0,421.9
38.9,421.9
39.2,422.9
39.3,422.9
39.3,423.1
39.5,423.6
39.5,423.6
39.5,423.6
39.8,425.4
39.8,425.4
39.8,425.6
40.0,426.4
40.0,426.4
40.1,426.6
40.3,426.9
40.3,426.9
40.6,427.9
40.6,427.9
40.6,427.9
40.9,428.4
40.8,428.4
40.8,428.4
41.1,429.2
41.1,429.2
41.0,429.2
41.3,435.3
41.3,435.3
41.3,435.9
41.3,436.0
41.3,436.0
41.4,436.3
41.5,437.1
41.4,437.1
41.6,440.6
41.6,441.4
41.5,441.4
41.7,443.5
41.7,443.5
41.6,443.5
41.8,445.5
41.8,445.5
41.7,445.5
41.7,446.1
41.7,446.1
41.7,446.1
41.7,446.8
41.6,446.8
41.6,446.8
41.6,448.0
41.6,448.0
41.5,448.0
41.5,448.4
41.5,450.7
41.4,450.7
41.5,451.0
41.5,453.0
41.4,453.0
41.4,453.6
41.4,454.1
41.3,454.1
41.4,454.5
41.3,454.5
41.2,454.5
41.3,454.8
41.2,454.8
41.2,454.8
41.2,455.1
41.2,455.1
41.1,455.1
41.2,455.3
41.1,455.3
41.1,455.3
41.1,455.6
41.1,455.6
41.1,455.6
41.1,456.2
41.1,456.4
41.1,456.4
41.1,457.6
41.1,457.6
41.0,457.6
41.0,457.6
41.0,457.8
41.0,457.8
41.0,458.0
41.0,458.5
41.0,458.5
41.0,458.8
41.0,459.7
41.0,459.7
41.0,460.8
41.0,461.1
40.9,461.1
40.9,461.1
40.9,462.1
40.8,462.1
40.8,462.1
40.8,463.1
40.8,463.1
40.7,463.1
40.7,464.3
40.7,464.3
40.7,464.3
40.7,465.0
40.7,465.0
40.7,465.0
40.7,466.1
40.7,466.1
