CPU(%),RAM(MB)
5.4,7.0
5.0,9.5
4.8,10.1
4.6,10.6
4.4,11.1
4.1,11.9
4.1,13.9
4.2,14.7
4.1,15.1
4.2,16.5
4.6,18.0
4.5,19.1
4.3,19.4
4.3,19.7
4.2,20.3
4.2,22.5
4.3,23.8
6.1,37.5
9.5,151.2
15.5,199.1
16.6,205.7
16.0,205.7
15.8,206.6
16.4,210.1
18.7,232.0
20.4,245.6
20.8,246.5
21.5,250.0
21.6,250.0
21.6,250.3
22.1,252.7
22.0,253.0
22.2,253.2
22.8,255.8
22.8,256.1
22.9,256.1
23.2,261.2
23.3,261.6
23.5,261.6
24.1,265.6
24.2,265.7
24.4,265.7
24.9,268.1
25.0,268.6
25.1,268.9
25.2,270.3
25.6,274.0
25.7,274.0
26.1,274.4
26.7,275.7
26.7,275.7
26.7,275.9
27.0,277.3
26.9,277.3
26.8,277.4
27.0,279.3
27.0,279.3
26.9,279.3
27.4,280.1
27.5,280.1
27.5,280.8
28.1,285.3
28.1,285.2
28.2,286.3
28.4,290.9
28.4,290.9
28.6,291.7
28.9,295.6
28.9,295.6
29.2,296.6
29.2,300.3
29.1,300.3
29.2,300.5
29.3,301.7
29.1,301.7
29.0,301.7
29.2,306.6
29.2,306.6
29.0,306.6
29.1,312.2
28.8,312.2
28.6,312.2
28.9,313.0
28.8,314.3
28.7,314.3
28.7,314.3
28.7,315.7
28.6,315.7
28.4,315.7
28.5,316.8
28.5,318.0
28.4,318.0
28.3,318.0
28.5,321.5
28.3,321.5
28.2,321.5
28.1,321.5
28.3,323.0
28.2,323.0
28.1,323.0
28.3,324.1
28.2,324.1
28.2,324.1
28.3,325.4
28.2,325.4
28.1,325.4
28.3,326.7
28.2,326.7
28.2,326.7
28.3,327.5
28.3,327.5
28.2,327.5
28.3,327.9
28.3,327.9
28.2,327.9
28.3,328.9
28.2,328.9
28.1,328.9
28.1,329.6
28.1,329.6
28.0,329.6
28.0,329.6
28.3,332.0
28.2,332.0
28.1,332.0
28.2,333.5
28.2,333.5
28.1,333.5
28.2,334.7
28.2,334.7
28.2,334.7
28.3,336.5
28.2,336.5
28.1,336.5
28.2,336.8
28.2,336.8
28.1,336.8
28.2,337.7
28.2,337.7
28.2,337.7
28.2,338.5
28.2,338.5
28.2,338.5
28.1,338.5
28.2,339.4
28.2,339.4
28.2,339.4
28.3,341.2
28.3,341.2
28.2,341.2
28.3,342.4
28.2,342.4
28.2,342.4
28.3,343.3
28.2,343.3
28.2,343.3
28.2,345.3
28.1,345.3
28.1,345.3
28.2,346.2
28.2,346.2
28.2,346.2
28.3,348.7
28.3,348.7
28.3,348.7
28.5,350.5
28.4,350.5
28.5,350.5
28.6,351.4
28.6,351.4
28.6,351.4
28.7,355.8
28.6,355.8
28.6,355.8
28.6,358.1
28.6,358.1
28.6,358.1
28.6,358.2
28.6,359.6
28.5,359.6
28.5,359.6
28.7,369.1
28.8,369.1
28.7,369.1
28.7,375.1
28.7,375.1
28.7,375.1
28.9,379.3
28.8,379.3
28.8,379.3
29.0,380.4
28.9,380.4
28.9,380.4
29.0,381.8
29.0,386.2
29.0,386.2
29.1,386.9
29.3,387.3
29.2,387.3
29.1,387.3
29.3,390.1
29.3,390.1
29.2,390.1
29.2,390.2
29.4,391.9
29.4,391.9
29.4,391.9
29.8,395.8
29.8,396.4
29.8,396.4
29.9,400.4
29.9,400.4
29.8,400.4
29.9,402.0
29.9,405.8
29.8,405.8
29.8,406.0
29.8,408.0
29.8,408.0
29.8,408.0
29.8,410.3
29.8,410.3
29.8,410.3
29.8,412.0
29.8,412.0
29.8,412.0
30.2,413.9
30.2,413.9
30.2,413.9
30.5,416.8
30.5,416.8
30.5,416.8
30.8,422.9
30.8,422.9
30.8,422.9
31.0,423.5
31.0,423.5
31.0,423.5
31.2,424.0
31.2,424.0
31.2,424.0
31.4,425.1
31.3,425.1
31.3,425.1
31.4,425.8
31.4,425.8
31.4,425.8
31.5,426.5
31.5,426.5
31.5,426.5
31.5,426.5
31.6,428.2
31.5,428.2
31.5,428.2
31.5,429.0
31.5,429.0
31.5,429.0
31.5,429.8
31.5,429.8
31.5,429.8
31.6,430.7
31.6,430.7
31.6,430.7
31.7,431.3
31.7,431.3
31.7,431.3
31.8,432.5
31.8,432.5
31.8,432.5
31.8,432.8
32.0,433.6
31.9,433.6
31.9,433.6
32.0,436.1
32.0,436.1
32.0,436.1
32.1,437.0
32.1,437.0
32.0,437.0
32.2,438.8
32.1,438.8
32.1,438.8
32.2,439.3
32.2,439.3
32.2,439.3
32.3,439.8
32.3,439.8
32.3,439.8
32.4,440.5
32.5,441.4
32.5,441.4
32.5,442.2
32.6,442.3
32.6,442.3
32.6,442.3
32.7,443.9
32.7,443.9
32.7,443.9
32.8,448.2
32.8,448.2
32.8,448.2
33.0,449.8
33.0,449.8
32.9,449.8
33.1,454.1
33.1,454.1
33.1,454.1
33.3,454.8
33.2,454.8
33.2,454.8
33.3,455.6
33.3,455.6
33.3,455.6
33.3,462.4
33.3,462.4
33.3,462.4
33.3,462.9
33.3,463.4
33.3,463.4
33.2,463.4
33.2,464.2
33.2,464.2
33.2,464.2
33.2,464.7
33.2,464.7
33.2,464.7
33.3,465.0
33.3,465.0
33.3,465.0
33.3,465.4
33.3,465.4
33.3,465.4
33.4,465.6
33.4,465.6
33.5,465.6
33.6,465.9
33.6,465.9
33.6,466.1
33.6,466.4
33.6,466.4
33.6,466.7
33.7,467.6
33.7,467.6
33.8,467.6
33.8,467.9
33.8,467.9
33.8,468.6
33.8,468.8
33.8,468.8
33.9,469.1
34.0,469.5
34.0,469.5
34.0,470.0
34.1,470.2
34.1,470.2
34.2,471.4
34.2,471.4
34.2,471.4
34.3,472.3
34.3,472.3
34.3,472.3
34.4,473.1
34.4,473.1
34.4,473.1
34.5,474.0
34.5,474.0
34.5,474.0
34.6,474.6
34.6,474.6
34.6,474.6
34.7,475.8
34.7,475.8
34.7,475.8
34.8,476.5
34.8,476.5
34.9,476.5
35.0,477.7
34.9,477.7
35.0,477.7
35.0,478.3
35.0,478.3
35.0,478.3
35.1,479.5
35.1,479.5
35.1,479.5
35.2,479.9
35.2,479.9
35.2,479.9
35.2,480.9
35.2,480.9
35.2,480.9
35.3,481.5
35.3,481.5
35.2,481.5
35.3,482.2
35.2,482.2
35.2,482.2
35.2,482.7
35.2,482.7
35.2,482.7
35.1,482.7
35.2,483.6
35.1,483.6
35.1,483.6
35.1,483.9
35.1,483.9
35.1,483.9
35.1,485.1
35.1,485.1
35.1,485.1
35.1,485.4
35.1,485.4
35.1,485.4
35.1,486.0
35.1,486.0
35.1,486.0
35.1,486.1
35.1,486.4
35.1,486.4
35.1,486.5
35.1,487.5
35.1,487.5
35.0,487.5
35.0,487.9
35.0,487.9
35.0,487.9
35.0,488.2
35.0,488.2
34.9,488.2
35.0,488.3
35.2,488.3
35.4,491.7
35.4,491.7
35.4,491.8
35.4,491.8
35.3,491.8
35.4,492.2
35.4,492.2
35.3,492.2
35.4,492.5
35.3,492.5
35.3,492.5
35.3,493.1
35.3,493.1
35.3,493.1
35.3,493.5
35.3,493.5
35.3,493.5
35.3,493.5
35.3,493.7
35.3,493.7
35.3,493.7
35.3,494.3
35.2,494.3
35.2,494.3
35.2,495.4
35.2,495.4
35.2,495.4
35.3,496.1
35.3,496.3
35.3,496.3
35.3,497.4
35.3,497.4
35.3,497.4
35.3,497.4
35.3,498.3
35.2,498.3
35.2,498.3
35.2,499.1
35.2,499.1
35.2,499.1
35.2,499.3
35.2,499.9
35.1,499.9
35.1,499.9
35.2,526.8
35.2,526.8
35.2,526.8
35.2,526.8
35.2,527.8
35.2,527.8
35.2,527.8
35.2,528.2
35.3,528.9
35.3,528.9
35.3,529.2
35.3,529.9
35.3,529.9
35.3,529.9
35.5,530.7
35.4,530.7
35.4,530.7
35.5,531.7
35.5,532.0
35.5,532.0
35.5,532.3
35.7,533.0
35.7,533.0
35.6,533.0
35.8,534.0
35.8,534.0
35.7,534.0
35.8,535.1
35.8,535.1
35.8,535.1
35.9,535.7
35.9,536.0
35.9,536.0
36.0,536.5
36.1,536.8
36.0,536.8
36.0,536.8
36.1,537.7
36.1,537.7
36.1,537.7
36.3,516.7
36.2,516.7
36.2,516.7
36.4,517.5
36.3,517.5
36.3,517.5
36.5,518.5
36.4,518.8
36.4,518.8
36.5,519.6
36.5,519.9
36.5,519.9
36.5,519.9
36.6,520.7
36.6,520.7
36.5,520.7
36.7,521.6
36.6,521.6
36.6,521.6
36.7,521.9
36.7,522.0
36.7,522.0
36.7,522.0
36.8,522.7
36.8,522.7
36.8,522.7
36.9,523.7
36.9,523.7
36.8,523.7
36.9,524.0
36.9,524.0
36.9,524.0
36.9,526.2
37.0,526.3
37.0,526.3
37.0,526.5
37.1,526.6
37.1,526.6
37.1,526.6
37.2,527.3
37.2,527.3
37.2,527.3
37.4,535.0
37.3,535.0
37.3,535.0
37.4,543.5
37.4,543.5
37.4,543.5
37.4,544.4
37.5,544.4
37.5,544.4
37.4,544.4
37.6,546.0
37.6,546.0
37.5,546.0
37.7,555.7
37.7,555.7
37.6,555.7
37.7,556.5
37.8,561.8
37.7,561.8
37.8,562.1
37.9,566.7
37.8,566.7
37.8,566.8
38.0,577.1
37.9,577.1
37.9,577.1
38.1,581.2
38.1,581.2
38.0,581.2
38.1,589.4
38.1,589.4
