CPU(%),RAM(MB)
66.5,205.4
59.4,214.1
57.3,217.2
49.8,217.2
44.8,217.5
40.5,217.5
36.9,217.5
33.9,217.5
31.4,217.5
29.2,217.5
27.2,217.5
25.8,217.7
24.3,217.9
23.8,218.7
23.5,218.8
22.9,218.8
22.0,220.3
23.1,240.4
23.0,241.2
23.1,241.2
23.6,245.1
23.5,245.2
23.7,245.2
24.2,248.5
24.3,248.7
24.2,248.7
24.8,250.1
24.7,250.1
24.7,250.1
25.2,252.3
25.2,252.3
25.1,252.3
25.7,254.3
25.6,254.3
25.6,254.3
26.0,257.3
25.9,257.3
25.8,257.3
26.1,260.8
26.2,260.8
26.1,260.8
26.7,266.2
26.7,266.4
26.7,266.4
27.0,268.1
26.8,268.1
26.8,268.1
26.9,268.8
27.1,270.1
27.0,270.1
27.1,270.6
27.5,274.5
27.5,274.5
28.1,274.8
28.5,275.6
28.7,275.6
29.2,279.4
29.2,279.4
29.2,279.4
29.8,285.4
29.8,285.4
29.8,285.4
30.2,287.5
30.1,287.6
30.1,287.6
30.5,288.9
30.5,288.9
30.4,288.9
30.8,294.6
30.8,294.6
30.7,294.6
31.1,299.7
31.0,299.9
31.0,299.9
31.3,304.7
31.2,304.7
31.2,304.7
31.5,305.7
31.6,307.4
31.5,307.4
31.4,307.9
31.6,309.4
31.4,309.4
31.3,309.4
31.5,310.9
31.4,310.9
31.3,310.9
31.4,312.4
31.4,316.5
31.5,316.5
31.4,316.5
31.6,317.9
31.6,317.9
31.6,317.9
31.9,320.0
31.9,320.0
31.9,320.0
32.2,321.3
32.2,321.3
32.2,321.3
32.4,326.8
32.4,326.8
32.4,326.8
32.7,332.0
32.8,332.0
32.8,332.0
33.1,333.6
33.0,333.8
33.0,333.8
33.2,334.8
33.2,334.8
33.1,334.8
33.4,336.4
33.4,336.4
33.4,336.4
33.5,337.3
33.5,337.3
33.5,337.3
34.1,340.4
34.1,340.4
34.0,340.4
34.1,341.3
34.0,341.3
34.0,341.3
34.0,342.4
33.9,342.4
33.9,342.4
33.9,343.3
33.9,343.3
33.8,343.3
33.9,345.0
33.9,345.0
33.8,345.0
33.9,345.4
33.8,345.4
33.8,345.4
33.9,346.3
33.9,346.3
33.9,346.3
33.9,346.3
33.9,346.3
33.8,346.3
33.9,346.6
33.8,346.6
33.7,346.6
33.8,347.3
33.7,347.3
33.6,347.3
33.7,348.8
33.7,348.8
33.6,348.8
33.7,349.6
33.6,349.6
33.6,349.6
33.9,350.5
33.9,350.5
33.9,350.5
34.0,351.2
34.0,351.2
33.9,351.2
34.0,352.1
34.0,352.1
33.9,352.1
34.0,352.7
33.9,352.7
33.9,352.7
34.0,354.6
34.0,354.6
34.0,354.6
34.0,356.4
34.0,356.4
33.9,356.4
34.1,357.3
34.0,357.3
34.1,357.3
34.3,364.6
34.3,364.6
34.2,364.6
34.5,368.7
34.4,368.7
34.4,368.7
34.6,371.2
34.6,371.2
34.6,371.2
34.8,375.4
34.8,375.4
34.7,375.4
35.0,377.1
34.9,377.1
34.9,377.1
35.1,380.5
35.1,380.5
35.0,380.5
35.1,381.2
35.0,381.2
35.0,381.2
34.9,381.2
35.1,386.6
35.0,386.6
35.0,386.6
35.0,387.8
34.9,387.8
34.9,387.8
34.9,388.1
35.0,390.2
35.0,390.2
35.0,390.2
35.4,392.2
36.0,395.3
36.0,395.5
36.0,396.6
36.0,396.6
36.0,396.8
36.1,398.2
36.1,398.2
36.2,398.9
36.2,400.0
36.2,400.0
36.3,400.4
36.3,402.4
36.3,402.4
36.3,404.1
36.3,408.0
36.2,408.0
36.4,408.9
36.4,413.8
36.3,413.8
36.4,414.2
36.5,416.2
36.5,416.2
36.6,416.7
36.7,418.6
36.7,418.6
36.8,418.7
36.9,419.0
36.8,419.0
37.0,419.9
36.9,419.9
36.9,419.9
36.9,420.4
37.0,420.7
36.9,420.7
36.9,420.7
37.0,421.4
37.0,421.4
36.9,421.4
37.1,422.2
37.1,422.2
37.0,422.2
37.3,422.8
37.3,422.8
37.2,422.8
37.3,423.7
37.2,423.7
37.2,423.7
37.3,424.8
37.4,424.8
37.3,424.8
37.5,425.6
37.5,425.6
37.4,425.6
37.6,426.6
37.6,426.6
37.6,426.6
37.8,427.1
37.8,427.1
37.7,427.1
37.9,428.1
37.9,428.1
37.9,428.1
38.1,428.8
38.1,428.8
38.0,428.8
38.2,429.6
38.2,429.6
38.1,429.6
38.3,430.3
38.2,430.3
38.2,430.3
38.4,431.4
38.4,433.4
38.3,433.4
38.4,436.1
38.3,436.1
38.3,436.1
38.4,438.7
38.4,438.7
38.3,438.7
38.5,442.6
38.5,442.6
38.4,442.6
38.6,449.0
38.6,449.0
38.6,449.0
38.8,449.8
38.7,449.8
38.7,449.8
38.7,451.2
38.7,451.2
38.7,451.2
38.7,451.9
38.7,451.9
38.7,451.9
38.7,453.3
38.7,453.3
38.7,453.3
38.7,454.1
38.7,454.1
38.7,454.1
38.8,457.6
38.8,457.6
38.7,457.6
38.8,458.2
38.8,458.2
38.7,458.2
38.8,458.8
38.8,458.8
38.8,458.8
38.8,459.1
38.8,459.1
38.8,459.1
38.9,459.4
38.8,459.4
38.8,459.4
38.8,459.5
38.8,459.5
38.8,459.5
38.9,459.9
38.9,459.9
38.9,461.1
39.0,461.7
38.9,461.7
39.0,462.2
39.0,462.2
39.0,462.2
39.1,462.8
39.1,462.8
39.1,462.8
39.2,463.7
39.2,463.7
39.2,463.7
39.2,464.6
39.2,464.6
39.2,464.6
39.2,465.5
39.2,465.5
39.2,465.5
39.2,466.4
39.1,466.4
39.1,466.4
39.1,466.7
39.1,467.0
39.1,467.0
39.1,467.0
39.1,468.2
39.1,468.2
39.1,468.2
39.1,469.1
39.1,469.1
39.1,469.1
39.1,470.1
39.1,470.1
39.1,470.1
39.1,471.6
39.0,471.6
39.0,471.6
39.1,472.4
39.1,472.4
39.1,472.4
39.1,473.2
39.0,473.2
39.0,473.2
39.0,473.2
39.0,474.4
39.0,474.4
39.0,474.4
39.0,475.1
39.0,475.2
39.0,475.2
39.0,475.8
39.0,475.8
38.9,475.8
38.9,476.2
38.9,476.2
38.9,476.2
38.9,476.9
38.9,476.9
38.9,476.9
38.9,477.8
38.9,477.8
38.8,477.8
38.9,478.5
38.9,478.5
38.9,478.5
38.9,479.3
38.9,479.3
38.8,479.3
38.8,479.3
38.8,480.0
38.8,480.0
38.8,480.0
38.8,480.7
38.8,480.7
38.8,480.7
38.8,481.0
38.8,481.0
38.8,481.0
38.8,481.1
38.8,481.1
38.8,481.1
38.8,482.0
38.8,482.0
38.8,482.0
38.8,482.7
38.8,482.7
38.8,482.7
38.8,482.8
38.8,482.8
38.8,482.8
38.8,482.8
39.0,482.8
39.2,485.9
39.2,485.9
39.3,486.9
39.2,486.9
39.2,486.9
39.2,487.8
39.1,487.8
39.1,487.8
39.1,488.3
39.1,488.3
39.1,488.3
39.1,488.7
39.1,488.7
39.0,488.7
39.0,488.8
39.0,489.4
39.0,489.4
39.0,489.4
39.0,489.6
38.9,489.6
38.9,489.6
38.9,490.1
38.9,490.1
38.9,490.1
38.9,491.1
38.8,491.1
38.8,491.1
38.8,491.9
38.8,491.9
38.8,491.9
38.8,492.2
38.8,492.5
38.8,492.5
38.8,492.5
38.8,492.9
38.7,492.9
38.7,492.9
38.8,493.8
38.7,493.8
38.7,493.8
38.8,494.6
38.8,494.6
38.7,494.6
38.7,494.6
38.9,520.7
39.0,520.8
38.9,520.8
39.0,521.2
39.1,546.5
39.1,546.5
39.1,546.5
39.3,570.2
39.4,570.3
39.4,570.3
39.5,571.3
39.5,571.3
39.5,571.3
39.7,572.2
39.7,572.2
39.7,572.2
39.7,572.9
39.7,573.2
39.7,573.2
39.7,573.2
39.8,573.8
39.8,573.8
39.8,573.8
39.9,574.9
39.9,574.9
39.9,574.9
40.0,575.7
40.0,575.7
39.9,575.7
40.0,576.4
40.1,576.8
40.1,576.8
40.1,577.4
40.2,577.9
40.2,577.9
40.2,577.9
40.3,579.0
40.3,579.0
40.3,579.0
40.4,579.6
40.4,579.6
40.4,579.6
40.5,580.8
40.5,580.8
40.5,580.8
40.6,581.3
40.6,581.6
40.6,581.6
40.6,582.5
40.7,582.5
40.7,582.5
40.7,582.5
40.8,583.1
40.8,583.1
40.8,583.1
40.9,583.8
40.9,583.8
40.8,583.8
40.9,584.5
40.9,584.5
40.9,584.5
41.0,585.0
41.1,585.1
41.0,585.1
41.0,585.1
41.2,585.6
41.2,585.6
41.2,585.6
41.3,586.2
41.3,586.2
41.3,586.2
41.5,586.5
41.4,586.5
41.4,586.5
41.6,587.4
41.5,587.5
41.5,587.5
41.5,588.0
41.6,588.1
41.6,588.1
41.6,588.3
41.7,588.6
41.7,588.6
41.6,588.6
41.7,591.6
41.7,591.6
41.7,591.6
41.8,592.1
41.8,592.1
41.8,592.1
41.9,592.6
41.9,592.6
41.9,592.6
41.8,592.8
41.9,600.2
41.9,600.2
41.9,600.2
42.0,601.1
42.0,601.1
42.0,601.1
42.1,605.5
42.1,605.5
42.1,605.5
42.2,607.6
42.2,607.6
42.2,607.6
42.3,608.6
42.3,618.2
42.3,618.2
42.3,618.9
42.3,625.1
42.3,625.1
42.3,625.4
42.3,625.7
42.3,625.7
42.3,625.7
42.3,626.9
42.3,626.9
42.2,626.9
42.3,636.8
42.2,636.8
42.2,636.8
42.2,637.4
42.2,637.4
42.2,637.4
42.2,638.0
42.2,638.4
42.1,638.4
42.1,638.4
42.1,639.1
42.1,639.1
42.1,639.1
42.1,640.0
42.1,640.0
42.0,640.0
42.1,641.1
42.0,641.1
42.0,641.1
42.1,641.8
42.0,641.8
42.0,641.8
42.0,641.8
42.0,642.3
42.0,642.3
42.0,642.3
42.0,643.4
42.0,643.4
41.9,643.4
42.0,644.1
41.9,644.1
41.9,644.1
41.9,644.9
41.9,645.0
41.9,645.0
41.8,645.0
41.9,646.1
41.8,646.1
41.8,646.1
41.8,646.6
41.8,646.6
41.8,646.6
41.8,647.5
41.8,647.5
41.8,647.5
41.8,647.5
41.8,648.6
41.8,648.6
41.7,648.6
41.8,649.6
41.8,649.6
41.8,649.6
41.8,650.3
41.8,650.3
41.7,650.3
41.8,651.2
41.7,651.2
41.7,651.2
41.7,651.4
41.7,652.1
41.7,652.1
41.7,652.1
41.7,653.0
41.7,653.0
41.7,653.0
41.7,645.9
41.7,645.9
41.6,645.9
41.7,656.1
41.6,656.1
41.6,656.1
41.6,656.1
41.6,656.9
41.6,656.9
41.6,656.9
41.6,657.7
41.6,657.7
41.6,657.7
41.5,657.7
41.5,658.5
41.5,658.5
41.5,658.5
41.5,658.5
41.5,659.3
41.5,659.3
41.5,659.3
41.5,660.2
41.5,650.6
41.4,650.6
41.4,650.6
41.5,661.3
41.4,661.3
41.4,661.3
41.4,661.6
41.4,652.6
41.4,652.6
41.4,652.6
41.4,663.4
41.4,663.4
41.4,663.4
41.4,664.3
41.4,664.3
41.3,664.3
41.4,666.4
41.4,666.4
41.3,666.4
41.3,666.6
41.3,667.6
41.3,667.6
41.3,667.6
41.3,658.3
41.3,658.3
41.3,658.3
41.3,658.9
41.3,669.1
41.3,669.1
41.3,669.1
41.3,670.3
41.3,670.3
41.2,670.3
41.3,671.0
41.2,671.0
41.2,671.0
41.3,661.8
41.2,661.8
41.2,661.8
41.2,662.1
41.2,672.9
41.2,672.9
41.2,672.9
41.2,673.8
41.1,673.8
41.1,673.8
41.2,664.1
41.1,664.1
41.1,664.1
41.1,664.9
41.1,664.9
41.1,664.9
41.0,664.9
41.1,675.6
41.1,675.6
41.0,675.6
41.1,676.4
41.0,676.4
41.0,676.4
41.0,676.9
41.0,676.9
41.0,676.9
41.0,677.1
41.0,678.3
41.0,678.3
41.0,678.3
41.0,679.0
41.0,679.0
40.9,679.0
41.0,679.2
41.1,682.4
41.2,686.8
41.3,690.5
41.4,694.4
41.6,715.3
41.7,736.7
41.7,736.7
41.7,736.7
41.8,765.0
41.9,765.1
41.9,765.1
42.0,765.1
42.1,810.2
42.0,810.2
42.0,810.2
42.1,854.7
42.2,854.7
42.2,854.7
42.3,854.7
42.4,861.5
42.4,861.5
42.4,861.7
42.5,903.7
42.6,903.7
42.6,903.9
42.7,956.8
42.8,950.0
42.9,950.3
43.0,980.7
43.0,973.9
43.0,974.2
43.1,1004.4
43.2,997.6
43.1,997.6
43.2,1004.7
43.3,1004.7
43.2,1004.7
43.3,1005.0
43.2,1005.0
43.2,1005.0
43.2,1005.3
43.4,995.3
43.4,995.3
43.4,995.3
43.5,1001.6
43.6,1001.6
43.5,1001.6
43.6,1002.7
43.7,1045.3
43.7,1045.3
43.8,1046.0
43.9,1046.1
43.9,1046.1
43.9,1046.1
