CPU(%),RAM(MB)
77.8,205.4
65.4,205.4
66.9,216.7
59.1,217.1
52.8,217.1
48.1,217.4
43.8,217.4
40.3,217.4
37.1,217.4
34.2,217.4
32.1,217.4
30.1,217.7
29.0,218.2
27.7,218.6
26.7,218.7
26.0,218.7
25.3,218.7
26.0,239.8
26.4,241.0
26.3,241.4
26.8,244.8
26.8,244.9
26.6,244.9
27.2,248.0
27.1,248.0
27.2,248.9
27.9,250.9
27.9,250.9
27.7,250.9
28.3,251.7
28.4,252.0
28.4,252.0
29.0,253.0
29.1,253.0
29.1,253.0
29.4,256.1
29.3,256.2
29.2,256.2
29.6,261.0
29.4,261.0
29.3,261.0
29.7,266.9
29.6,266.9
29.5,266.9
29.7,272.3
29.6,272.3
29.5,272.4
29.7,273.5
30.0,277.0
29.9,277.0
30.2,278.2
30.3,281.7
30.2,281.7
30.5,282.7
30.5,282.7
30.4,282.7
30.6,282.9
30.7,284.1
30.5,284.1
30.8,285.4
30.9,289.8
30.8,289.8
31.0,290.0
31.0,290.7
31.0,290.7
31.1,290.7
31.4,292.3
31.3,292.3
31.3,292.3
31.6,297.1
31.6,297.1
31.8,297.1
32.1,298.5
32.0,298.5
32.0,298.5
32.2,300.5
32.1,300.5
32.0,300.5
32.2,306.4
32.1,306.4
32.0,306.4
32.3,309.0
32.2,309.0
32.1,309.0
32.2,309.9
32.2,313.6
32.1,313.6
32.0,313.6
32.2,318.9
32.1,318.9
32.0,318.9
32.1,320.1
32.3,320.9
32.2,320.9
32.1,320.9
32.3,327.0
32.2,327.0
32.2,327.0
32.3,328.4
32.3,328.4
32.2,328.4
32.5,331.1
32.4,331.1
32.4,331.1
32.7,335.7
32.7,335.7
32.7,335.7
33.1,337.0
33.1,337.0
33.3,337.3
33.6,338.0
33.6,338.2
33.9,338.6
33.9,338.9
33.8,338.9
33.9,340.1
33.9,340.1
33.8,340.1
33.8,340.1
34.1,341.5
34.1,341.5
34.0,341.5
34.0,342.3
34.0,342.3
33.9,342.3
34.0,343.3
34.1,343.3
34.0,343.3
34.2,344.5
34.1,344.5
34.1,344.5
34.3,345.5
34.3,345.5
34.2,345.5
34.3,345.7
34.3,345.7
34.2,345.7
34.4,346.8
34.3,346.8
34.3,346.8
34.3,347.0
34.3,347.0
34.2,347.0
34.3,348.1
34.2,348.1
34.2,348.1
34.3,348.7
34.2,348.7
34.2,348.7
34.2,349.7
34.2,349.7
34.1,349.7
34.2,350.9
34.2,350.9
34.2,350.9
34.3,351.8
34.2,351.8
34.2,351.8
34.3,352.1
34.3,352.1
34.2,352.1
34.3,352.8
34.4,352.8
34.4,352.8
34.5,356.9
34.5,356.9
34.5,356.9
34.7,358.6
34.7,358.6
34.7,358.6
34.8,360.7
34.8,360.7
34.8,360.7
35.0,361.7
35.0,361.7
35.0,361.7
35.4,370.1
35.3,370.1
35.5,371.2
35.8,372.1
35.7,372.1
35.7,372.7
35.9,373.7
35.9,373.7
35.9,374.0
36.1,374.4
36.1,374.4
36.1,374.6
36.3,377.3
36.2,377.3
36.3,379.0
36.5,382.7
36.5,382.7
36.6,382.9
36.6,383.9
36.5,383.9
36.5,383.9
36.5,385.0
36.5,385.0
36.4,385.0
36.5,385.9
36.4,385.9
36.4,385.9
36.4,385.9
36.4,387.4
36.4,387.4
36.3,387.4
36.6,390.1
37.0,395.0
36.9,395.0
37.0,398.7
37.0,398.7
36.9,398.7
37.1,399.7
37.0,399.7
37.0,399.7
37.1,402.7
37.0,402.7
37.0,402.7
37.1,406.5
37.0,406.5
37.0,406.5
37.1,408.4
37.0,408.4
37.0,408.4
37.2,410.0
37.2,410.0
37.2,410.0
37.4,412.1
37.4,412.1
37.4,412.1
37.7,413.8
37.7,413.8
37.7,413.8
37.9,414.8
37.9,414.8
37.9,414.9
38.2,415.6
38.2,415.6
38.2,416.2
38.4,416.6
38.4,416.6
38.5,416.8
38.6,417.1
38.6,417.3
38.7,417.8
38.8,418.1
38.7,418.1
38.8,418.6
38.9,420.6
38.9,420.6
38.9,421.2
39.0,421.4
39.0,421.4
39.0,421.6
39.0,422.1
